,tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product,preprocessed_text,predict_directed,predict_emotion,positive,negative,predict_positive,predict_negative
94,Wonder if @mention is putting tips from the @mention API... #SxSW #SUxSW,,No emotion toward brand or product,"['wonder', 'mention', 'put', 'tip', 'mention', 'api', 'sxsw', 'suxsw']",,No emotion,0,0,0,0
95,"XMAS!! RT @mention Shiny new @mention @mention @mention apps, a new @garyvee book, pop-up iPad 2 stores... #SXSW is Christmas for nerds.",iPad,Positive emotion,"['xma', 'mention', 'shini', 'new', 'mention', 'mention', 'mention', 'app', 'new', 'garyve', 'book', 'pop', 'ipad', 'store', 'sxsw', 'christma', 'nerd']",Ipad or Iphone App,No emotion,1,0,0,0
96,Yai!!! RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by (cont) {link},iPhone,Positive emotion,"['yai', 'mention', 'new', 'ubersoci', 'iphon', 'app', 'store', 'includ', 'uberguid', 'sxsw', 'sponsor', 'cont', 'link']",Ipad or Iphone App,No emotion,1,0,0,0
97,"Yes!!! RT @mention hey @mention , i've got another gem for you --&gt; free @mention sxsw {link} #SXSW",,No emotion toward brand or product,"['ye', 'mention', 'hey', 'mention', 'got', 'anoth', 'gem', 'free', 'mention', 'sxsw', 'link', 'sxsw']",,No emotion,0,0,0,0
98,"Fast, Fun &amp; Future: @mention of Google presenting at #sxsw on search, local and mobile",Google,Positive emotion,"['fast', 'fun', 'amp', 'futur', 'mention', 'googl', 'present', 'sxsw', 'search', 'local', 'mobil']",Google,Positive emotion,1,0,1,0
99,GSD&amp;M &amp; Google's Industry Party Tonight @mention - See u there! {link} #SXSW #Austin #Welivehere #GSDM,,No emotion toward brand or product,"['gsd', 'amp', 'amp', 'googl', 'industri', 'parti', 'tonight', 'mention', 'see', 'link', 'sxsw', 'austin', 'weliveher', 'gsdm']",Google,No emotion,0,0,0,0
100,"New buzz? &quot;@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} rt @mention #sxsw&quot;",,No emotion toward brand or product,"['new', 'buzz', 'quot', 'mention', 'googl', 'launch', 'major', 'new', 'social', 'network', 'call', 'circl', 'possibl', 'today', 'link', 'mention', 'sxsw', 'quot']",Google,No emotion,0,0,0,0
101,Headline: &quot;#iPad 2 is the Must-Have Gadget at #SXSW&quot; Hmm... I could have seen that one coming! {link} #gadget,iPad,Positive emotion,"['headlin', 'quot', 'ipad', 'must', 'gadget', 'sxsw', 'quot', 'hmm', 'could', 'seen', 'one', 'come', 'link', 'gadget']",Ipad,Positive emotion,1,0,1,0
102,ÛÏ@mention &quot;Apple has opened a pop-up store in Austin so the nerds in town for #SXSW can get their new iPads. {link} #wow,,I can't tell,"['mention', 'quot', 'appl', 'open', 'pop', 'store', 'austin', 'nerd', 'town', 'sxsw', 'get', 'new', 'ipad', 'link', 'wow']",Ipad,No emotion,0,0,0,0
103,Know that &quot;dataviz&quot; translates to &quot;satanic&quot; on an iPhone. I'm just sayin'. #sxsw,,Negative emotion,"['know', 'quot', 'dataviz', 'quot', 'translat', 'quot', 'satan', 'quot', 'iphon', 'sayin', 'sxsw']",Iphone,No emotion,0,1,0,0
104,".@mention &quot;Google launched checkins a month ago.&quot; Check ins are ok, but CHECK OUTS are the future. #sxsw #Bizzy",Google,Positive emotion,"['mention', 'quot', 'googl', 'launch', 'checkin', 'month', 'ago', 'quot', 'check', 'in', 'check', 'out', 'futur', 'sxsw', 'bizzi']",Google,No emotion,1,0,0,0
105,".@mention &quot;Google launched checkins a month ago.&quot; Check ins are ok, but CHECK OUTS are the future. #sxsw #Bizzy (via @mention",,No emotion toward brand or product,"['mention', 'quot', 'googl', 'launch', 'checkin', 'month', 'ago', 'quot', 'check', 'in', 'check', 'out', 'futur', 'sxsw', 'bizzi', 'via', 'mention']",Google,No emotion,0,0,0,0
106,"ÛÏ@mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.Û",Google,Positive emotion,"['mention', 'quot', 'googl', 'tweet', 'quot', 'new', 'quot', 'think', 'speak', 'quot', 'mark', 'belinski', '911tweet', 'panel', 'sxsw']",Google,No emotion,1,0,0,0
107,"Attending &quot;left brain search = Google, Right brain search = X&quot;  #Bettersearch  -- talking about the future of search engines at #sxsw",,No emotion toward brand or product,"['attend', 'quot', 'left', 'brain', 'search', 'googl', 'right', 'brain', 'search', 'quot', 'bettersearch', 'talk', 'futur', 'search', 'engin', 'sxsw']",Google,No emotion,0,0,0,0
108,#HP opens &quot;Mobile Park&quot;  &amp; Content Incubator at #SXSW  {link}   #Apple  constructs  &quot;pop-up&quot; store  {link},,No emotion toward brand or product,"['open', 'quot', 'mobil', 'park', 'quot', 'amp', 'content', 'incub', 'sxsw', 'link', 'appl', 'construct', 'quot', 'pop', 'quot', 'store', 'link']",Apple,No emotion,0,0,0,0
109,"Kawasaki: &quot;Not C.S. Lewis level reasoning, but Apple's continued existence is evidence for the existence of God&quot; #bawling #sxsw",Apple,Positive emotion,"['kawasaki', 'quot', 'lewi', 'level', 'reason', 'appl', 'continu', 'exist', 'evid', 'exist', 'god', 'quot', 'bawl', 'sxsw']",Apple,No emotion,1,0,0,0
110,Kawasaki: &quot;pagemaker saved Apple.&quot; Oh those were the days. #sxsw #jwtatl #enchantment,,No emotion toward brand or product,"['kawasaki', 'quot', 'pagemak', 'save', 'appl', 'quot', 'day', 'sxsw', 'jwtatl', 'enchant']",Apple,No emotion,0,0,0,0
111,Kawasaki: &quot;pagemaker saved Apple.&quot; Oh those were the days. #sxsw #jwtatl #enchantment  via @mention,Apple,Positive emotion,"['kawasaki', 'quot', 'pagemak', 'save', 'appl', 'quot', 'day', 'sxsw', 'jwtatl', 'enchant', 'via', 'mention']",Apple,No emotion,1,0,0,0
112,Spark for #android is up for a #teamandroid award at #SXSW read about it here: {link},,Positive emotion,"['spark', 'android', 'teamandroid', 'award', 'sxsw', 'read', 'link']",Android,No emotion,1,0,0,0
113,"Unboxing. #Apple #sxsw  @mention Apple Store, SXSW {link}",,No emotion toward brand or product,"['unbox', 'appl', 'sxsw', 'mention', 'appl', 'store', 'sxsw', 'link']",Apple,No emotion,0,0,0,0
114,"#SXSW and #Apple iPad 2's are great, but thoughts are w/ Japan and APAC regions dealing w/ earthquake &amp; tsunami trauma. #sxswi",iPad,Positive emotion,"['sxsw', 'appl', 'ipad', 'great', 'thought', 'japan', 'apac', 'region', 'deal', 'earthquak', 'amp', 'tsunami', 'trauma', 'sxswi']",Ipad,Positive emotion,1,0,1,0
115,"At #SXSW, #Apple schools the #marketing experts | SXSW - CNET Blogs {link}",,No emotion toward brand or product,"['sxsw', 'appl', 'school', 'market', 'expert', 'sxsw', 'cnet', 'blog', 'link']",Apple,No emotion,0,0,0,0
116,"At #SXSW, #Apple schools the marketing experts - {link}",Apple,Positive emotion,"['sxsw', 'appl', 'school', 'market', 'expert', 'link']",Apple,No emotion,1,0,0,0
117,"At #SXSW, #Apple schools the marketing experts {link}",,No emotion toward brand or product,"['sxsw', 'appl', 'school', 'market', 'expert', 'link']",Apple,No emotion,0,0,0,0
118,"Temporary #apple store is def not a tent, it's a powerhouse gym #SXSW  {link}",Apple,Positive emotion,"['temporari', 'appl', 'store', 'def', 'tent', 'powerhous', 'gym', 'sxsw', 'link']",Apple,No emotion,1,0,0,0
119,"Temporary #Apple store on 6th and Congress for #sxsw, along with 10,000 very happy hipsters.",Apple,Positive emotion,"['temporari', 'appl', 'store', '6th', 'congress', 'sxsw', 'along', '000', 'happi', 'hipster']",Apple,No emotion,1,0,0,0
120,ÛÏ@mention #Apple wins #SXSW {link} Opening a temporary store in downtown Austin to support #iPad2 launch - That is good.,Apple,Positive emotion,"['mention', 'appl', 'win', 'sxsw', 'link', 'open', 'temporari', 'store', 'downtown', 'austin', 'support', 'ipad2', 'launch', 'good']",Apple,Positive emotion,1,0,1,0
121,#iPad and #Austin are trending today. Have fun at #sxsw all you nerdy nerds!!!,iPad,Positive emotion,"['ipad', 'austin', 'trend', 'today', 'fun', 'sxsw', 'nerdi', 'nerd']",Ipad,Positive emotion,1,0,1,0
122,"Headed to #Austin for #SXSW? Check out my map for newbies {link} @mention @mention , @mention @mention Enjoy!",,No emotion toward brand or product,"['head', 'austin', 'sxsw', 'check', 'map', 'newbi', 'link', 'mention', 'mention', 'mention', 'mention', 'enjoy']",,Positive emotion,0,0,1,0
123,Funny how #Austin is trending but not #SXSW. Only a matter of minutes at this point (at least according to Twitter for iPhone).,,No emotion toward brand or product,"['funni', 'austin', 'trend', 'sxsw', 'matter', 'minut', 'point', 'least', 'accord', 'twitter', 'iphon']",Iphone,No emotion,0,0,0,0
124,Christian #iPad #iPhone devs I want to talk to u at #sxsw or after -maybe we can wk together on cool app! @mention me,iPad or iPhone App,Positive emotion,"['christian', 'ipad', 'iphon', 'dev', 'want', 'talk', 'sxsw', 'mayb', 'togeth', 'cool', 'app', 'mention']",Ipad or Iphone App,Positive emotion,1,0,1,0
125,#sxsw #ux #ipad #uxdes remember to ultimately be aware of the audience your app is targeted towards. An unexpected experience can be good.,,No emotion toward brand or product,"['sxsw', 'ipad', 'uxd', 'rememb', 'ultim', 'awar', 'audienc', 'app', 'target', 'toward', 'unexpect', 'experi', 'good']",Ipad or Iphone App,Positive emotion,0,0,1,0
126,The Apple #iPAD2  has taken #SxSW and #Austin by storm.. {link}  @mention excited to a be a part #mobile,iPad,Positive emotion,"['appl', 'ipad2', 'taken', 'sxsw', 'austin', 'storm', 'link', 'mention', 'excit', 'part', 'mobil']",Apple,Positive emotion,1,0,1,0
127,I can haz #iPad2 ifrom #SxSW Gr8 {link},iPad,Positive emotion,"['haz', 'ipad2', 'ifrom', 'sxsw', 'gr8', 'link']",,No emotion,1,0,0,0
128,"Stacks of #ipad2's waiting to be bought at #sxsw. I got mine, no hassle at all. Apple handled this perfectly {link}",iPad,Positive emotion,"['stack', 'ipad2', 'wait', 'bought', 'sxsw', 'got', 'mine', 'hassl', 'appl', 'handl', 'perfectli', 'link']",Apple,Positive emotion,1,0,1,0
129,"#Google's #Mobile Future, and the Elusive 'Power of Here' - {link} (via @mention #eurorscg #sxsw #sxswi",,No emotion toward brand or product,"['googl', 'mobil', 'futur', 'elus', 'power', 'link', 'via', 'mention', 'eurorscg', 'sxsw', 'sxswi']",Google,No emotion,0,0,0,0
130,"For those #notatSXSW (or at #SXSW), here's {link} Free to download and meet nearby peps",,No emotion toward brand or product,"['notatsxsw', 'sxsw', 'link', 'free', 'download', 'meet', 'nearbi', 'pep']",,No emotion,0,0,0,0
131,Does your #SmallBiz need reviews to play on Google Places...We got an App for that..{link}  #seo #sxsw,,Positive emotion,"['smallbiz', 'need', 'review', 'play', 'googl', 'place', 'got', 'app', 'link', 'seo', 'sxsw']",Android App,No emotion,1,0,0,0
132,Does your #SmallBiz need reviews to play on Google Places...We got an App for that..{link} #seo #sxsw,,No emotion toward brand or product,"['smallbiz', 'need', 'review', 'play', 'googl', 'place', 'got', 'app', 'link', 'seo', 'sxsw']",Android App,No emotion,0,0,0,0
133,"#Samsung, #Sony follow #Apple, #HP lead @mention {link} #Austin #atx #SXSW",,No emotion toward brand or product,"['samsung', 'soni', 'follow', 'appl', 'lead', 'mention', 'link', 'austin', 'atx', 'sxsw']",Apple,No emotion,0,0,0,0
134,"#Samsung, #Sony follow #Apple, #HP lead @mention {link} #Austin #atx #SXSW /via @mention ^rg",,No emotion toward brand or product,"['samsung', 'soni', 'follow', 'appl', 'lead', 'mention', 'link', 'austin', 'atx', 'sxsw', 'via', 'mention']",Apple,No emotion,0,0,0,0
135,"Take that #SXSW ! RT @mention Major South Korean director gets $130,000 to make a movie entirely with his iPhone. {link}",iPhone,Positive emotion,"['take', 'sxsw', 'mention', 'major', 'south', 'korean', 'director', 'get', '130', '000', 'make', 'movi', 'entir', 'iphon', 'link']",Iphone,No emotion,1,0,0,0
136,"Beautiful #sxsw (@mention Apple Store, SXSW) [pic]: {link}",Apple,Positive emotion,"['beauti', 'sxsw', 'mention', 'appl', 'store', 'sxsw', 'pic', 'link']",Apple,Positive emotion,1,0,1,0
137,Q1 Was at #sxsw #sxswi for prep. Amazing pre push locally. Focus on location based. Google owns 10% of the regions billboards. #pr20chat,,No emotion toward brand or product,"['sxsw', 'sxswi', 'prep', 'amaz', 'pre', 'push', 'local', 'focu', 'locat', 'base', 'googl', 'own', 'region', 'billboard', 'pr20chat']",Google,No emotion,0,0,0,0
138,Any other #Sxsw accounts I need to follow or apps to download for iPhone?,,No emotion toward brand or product,"['sxsw', 'account', 'need', 'follow', 'app', 'download', 'iphon']",Ipad or Iphone App,No emotion,0,0,0,0
139,Headed to #sxsw and want to share/gather contact info? {link} can turn your iphone into a business card broadcaster.,,No emotion toward brand or product,"['head', 'sxsw', 'want', 'share', 'gather', 'contact', 'info', 'link', 'turn', 'iphon', 'busi', 'card', 'broadcast']",Iphone,No emotion,0,0,0,0
140,Headed to #sxsw and want to share/gather contact info? {link} can turn your iphone into a... {link},,No emotion toward brand or product,"['head', 'sxsw', 'want', 'share', 'gather', 'contact', 'info', 'link', 'turn', 'iphon', 'link']",Iphone,No emotion,0,0,0,0
141,BTW - The #sxsw Apple store is sold out of all 3G models (VZW &amp; AT&amp;T).,,No emotion toward brand or product,"['btw', 'sxsw', 'appl', 'store', 'sold', 'model', 'vzw', 'amp', 'amp']",Apple,No emotion,0,0,0,0
142,Must have #SXSW app! RT @mention Lovely review from Forbes for our SXSW iPad app Holler Gram - {link},iPad or iPhone App,Positive emotion,"['must', 'sxsw', 'app', 'mention', 'love', 'review', 'forb', 'sxsw', 'ipad', 'app', 'holler', 'gram', 'link']",Ipad or Iphone App,Positive emotion,1,0,1,0
143,Temporary #sxsw apple store. Apple being sneaky as usual  {link},Apple,Positive emotion,"['temporari', 'sxsw', 'appl', 'store', 'appl', 'sneaki', 'usual', 'link']",Apple,No emotion,1,0,0,0
144,Anyone at #sxsw been by the pop-up Apple store in Austin? That's gotta be a hopping place today.,,No emotion toward brand or product,"['anyon', 'sxsw', 'pop', 'appl', 'store', 'austin', 'gotta', 'hop', 'place', 'today']",Apple,No emotion,0,0,0,0
145,ÛÏ@mention #sxsw beta testing interactive book for iPad app by Moonbot studios out of Louisiana.  Cool app.Û,iPad or iPhone App,Positive emotion,"['mention', 'sxsw', 'beta', 'test', 'interact', 'book', 'ipad', 'app', 'moonbot', 'studio', 'louisiana', 'cool', 'app']",Ipad or Iphone App,Positive emotion,1,0,1,0
146,Apple won #SxSW from day one. Seeing a TON of #iPad2,iPad,Positive emotion,"['appl', 'sxsw', 'day', 'one', 'see', 'ton', 'ipad2']",Apple,No emotion,1,0,0,0
147,#fastball #sxsw Giving away two NEW Ipad2 wifi 32g black Apple cover tweet @mention fo more info #sxswi #attsxsw  Tonight @mention bo.lt house,,No emotion toward brand or product,"['fastbal', 'sxsw', 'give', 'away', 'two', 'new', 'ipad2', 'wifi', '32g', 'black', 'appl', 'cover', 'tweet', 'mention', 'info', 'sxswi', 'attsxsw', 'tonight', 'mention', 'hous']",Apple,No emotion,0,0,0,0
148,Anyone at #sxsw had a chance to check out the pop-up Apple store? Wondering if it is worth the trek from the convention center...,,No emotion toward brand or product,"['anyon', 'sxsw', 'chanc', 'check', 'pop', 'appl', 'store', 'wonder', 'worth', 'trek', 'convent', 'center']",Apple,No emotion,0,0,0,0
149,ÛÏ@mention #sxsw ipad store sold out of everything except 64gig wifi only whiteÛ @mention Did you manage to get yours?,iPad,Positive emotion,"['mention', 'sxsw', 'ipad', 'store', 'sold', 'everyth', 'except', '64gig', 'wifi', 'white', 'mention', 'manag', 'get']",Ipad,No emotion,1,0,0,0
150,ÛÏ@mention #sxsw ipad store sold out of everything except 64gig wifi only whiteÛ also known as the white jeans configuration.,iPad,Positive emotion,"['mention', 'sxsw', 'ipad', 'store', 'sold', 'everyth', 'except', '64gig', 'wifi', 'white', 'also', 'known', 'white', 'jean', 'configur']",Ipad,No emotion,1,0,0,0
151,Offered a #sxsw ipad promo to ninjafinder users and fans who are not here at #sxsw. Sucks to not be here. #sxsw,iPad,Positive emotion,"['offer', 'sxsw', 'ipad', 'promo', 'ninjafind', 'user', 'fan', 'sxsw', 'suck', 'sxsw']",Ipad,Negative emotion,1,0,0,1
152,@mention  #SXSW is an Austin conference. Do a google search - they have interactive / music / film.,,No emotion toward brand or product,"['mention', 'sxsw', 'austin', 'confer', 'googl', 'search', 'interact', 'music', 'film']",Google,No emotion,0,0,0,0
153,Anyone at #sxsw know if apple will be (or is) selling ipad 2 there?,,No emotion toward brand or product,"['anyon', 'sxsw', 'know', 'appl', 'sell', 'ipad']",Ipad,No emotion,0,0,0,0
154,Anyone at #SXSW know if the apple store has had a new shipment of iPads yet?,,No emotion toward brand or product,"['anyon', 'sxsw', 'know', 'appl', 'store', 'new', 'shipment', 'ipad', 'yet']",Ipad,No emotion,0,0,0,0
155,Marc Ecko #SXSW launches #iPhone app. to autodial political change! {link} #edreform #edtech #eduVC #FightThePaddle,,No emotion toward brand or product,"['marc', 'ecko', 'sxsw', 'launch', 'iphon', 'app', 'autodi', 'polit', 'chang', 'link', 'edreform', 'edtech', 'eduvc', 'fightthepaddl']",Ipad or Iphone App,No emotion,0,0,0,0
156,#POURsite #SXSW learning about the life-changing impact of the iPad on real people's actual lives - bravo!,iPad,Positive emotion,"['poursit', 'sxsw', 'learn', 'life', 'chang', 'impact', 'ipad', 'real', 'peopl', 'actual', 'live', 'bravo']",Ipad,No emotion,1,0,0,0
157,@mention  #SXSW LonelyPlanet Austin guide for #iPhone is free for a limited time {link} #lp #travel,,Positive emotion,"['mention', 'sxsw', 'lonelyplanet', 'austin', 'guid', 'iphon', 'free', 'limit', 'time', 'link', 'travel']",Iphone,No emotion,1,0,0,0
158,"More free #SXSW mp3 downloads, this time from iTunes: {link}",,No emotion toward brand or product,"['free', 'sxsw', 'mp3', 'download', 'time', 'itun', 'link']",,No emotion,0,0,0,0
159,Anyone at #sxsw or heading to aclu event seen owt to do with google circles then?,,No emotion toward brand or product,"['anyon', 'sxsw', 'head', 'aclu', 'event', 'seen', 'owt', 'googl', 'circl']",Google,No emotion,0,0,0,0
160,@mention  #SXSW prompt for memory: go to Google map and describe a childhood walk,,No emotion toward brand or product,"['mention', 'sxsw', 'prompt', 'memori', 'googl', 'map', 'describ', 'childhood', 'walk']",Google,No emotion,0,0,0,0
